Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur
B,Tilcon,Plainville,110,Quinnipac River Storm Drain,,579,1429-2951,,Plainville South DSN 009,7/23/13,7/13/13,10,N,3.6,8.2,7.4,25.6,85,0.13,0.94,2.21,0.013,0.034,0.002,,,,,
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,N,Outfall No. 1,2/27/13,2/22/13,5,N,4.2,9.4,9.5,5,224,0.3,1.16,0.2,0.043,0.086,0.041,100.00%,100.00%,47,112,85.00%
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,N,Outfall No. 3,2/27/13,2/22/13,5,N,1,9.4,7.4,5,83,0.05,0.29,0.11,0.019,0.031,0.015,100.00%,100.00%,14,22,95.00%
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,N,Outfall No. 4,2/27/13,2/22/13,5,N,1,9.4,7.4,5,5,0.13,0.4,0.15,0.01,0.015,0.015,100.00%,100.00%,11,149,50.00%
B,Tilcon,Tilcon Pine Orchard Dock,14,Coastal Tidal Waters LIS,,575,4463,Y,Pine Orchard Dock DSN 002,3/12/13,3/8/13,4,N,0.5,6,7.32,18.7,184,0.44,0.78,0.44,0.02,0.124,0.004,100.00%,100.00%,44.42,84,90.00%
B,Tilcon,Tilcon Pine Orchard Dock,14,Coastal Tidal Waters LIS,,575,4463,Y,Pine Orchard Dock DSN 002,4/12/13,3/31/13,12,N,1.2,6,6.84,41.4,420,0.44,0.41,0.13,0.013,0.124,0.004,,,,,
B,Tilcon,Wallingford,148,Spring Brook,,583,2951-4013-1429,N,Wallingford DSN 002,4/12/13,3/31/13,12,N,0.5,6,7.17,18.7,40,0.12,0.21,0.05,0.0025,0.023,0.001,,,,,
B,Tilcon,Wallingford,148,Spring Brook,,583,2951-4013-1429,N,Wallingford DSN 003,4/12/13,3/31/13,12,N,0.5,6,6.52,47.3,74,0.41,0.55,0.05,0.018,0.051,0.001,,,,,
B,Tilcon,Wallingford,148,Spring Brook,,583,2951-4013-1429,N,Wallingford DSN 005,4/12/13,3/31/13,12,N,1.6,6,7.18,3.7,1,0.06,0.22,0.05,0.0025,0.008,0.006,,,,,
B,Tilcon,Wauregan,109,James Brook or Qudndock Brook,,580,2951-4129-1442,N,Wauregan DSN 001,6/3/13,5/28/13,6,N,0.5,6,5.68,0.5,1352,1.23,0.93,0.13,0.031,0.09,0.014,,,,,
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,N,Outfall No. 4,11/26/13,,,N,1,6.3,7.1,5,3,0.025,0.12,0.1,0.005,0.015,0.015,100.00%,64.20%,8,40,15.00%
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,N,Outfall No. 1,11/26/13,,,N,1,6.3,7.7,11,57,0.08,0.41,0.05,0.005,0.036,0.015,100.00%,100.00%,12,29,100.00%
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,N,Outfall No. 3,11/26/13,,,N,1,6.3,7,16,42,0.07,0.57,0.05,0.005,0.015,0.015,100.00%,100.00%,7,29,100.00%
B,Stafford Sand and Gravel,Stafford Sand and Gravel,134,,3101-00-3-R2,2049,1429,N,DSN-001,6/3/13,5/29/13,5,N,0.7,6.5,6.87,493,10,0.05,0.63,0.2,0.0025,0.002,0.001,,,,,
B,Hurbert E. Butler Constructions Co. LLC,Main Facility,113,Connecticut River,4000-39,1771,1442-5032,N,Outfall 1,3/13/14,3/5/14,8,N,1,,3.8,25,7,0.01,0.45,0.2,0.04,0.22,0.015,27.70%,13.40%,76,346,0.00%
B,Hurbert E. Butler Constructions Co. LLC,Main Facility,113,Connecticut River,4000-39,1771,1442-5032,N,Outfall 3,3/13/14,3/5/14,8,N,1,,7.9,36,11,0.09,0.48,2.83,0.005,0.015,0.015,100.00%,100.00%,155,478,100.00%
B,Hurbert E. Butler Constructions Co. LLC,,42,Pine Brook Watershed,,1761,1442-5032,N,Outfall 1,3/13/14,3/5/14,8,N,1,,6.5,16,36,0.14,1.21,1.69,0.071,0.015,0.015,100.00%,100.00%,60,348,100.00%
B,"O&G Industries, Inc.",Woodbury Quarry,168,Pomperaug River,,590,1429,N,DSN002,5/8/14,5/1/14,7,N,,,,,,,,4.36,,,,,,,,
B,"O&G Industries, Inc.",Woodbury Quarry,168,Pomperaug River,,590,1429,N,DSN003,5/8/14,5/1/14,7,N,,,,,,,,4.38,,,,,,,,
B,"O&G Industries, Inc.",New Milford Quarry,96,Housatonic River,,1933,1429,N,DSN001,5/8/14,5/1/14,7,N,,,,,,,,6.79,,,,,,,,
B,"Canton Village Construction Co., Inc","Canton Village Construction Co., Inc",21,,CT4300-00,1908,1429,N,SWD-001,8/1/13,7/26/13,6,N,3.2,6.3,6.9,10,2.2,0.042,1.6,0.6,0.0025,0.005,0.0025,100.00%,100.00%,80,515,100.00%
B,"O&G Industries, Inc.",Woodbury Quarry,168,Pomperaug River,,590,1429,N,DSN002,8/8/13,8/3/13,5,N,2.5,6.5,7.99,9.7,9,0.05,0.5,3.5,0.02,0.01,0.065,,,,,
B,"O&G Industries, Inc.",Woodbury Quarry,169,Pomperaug River,,590,1429,N,DSN003,8/8/13,8/3/13,5,N,2.5,6.5,7.71,7.5,2.5,0.12,0.5,3.3,0.02,0.025,0.0065,,,,,
B,"O&G Industries, Inc.",Bridgeport Stone Yard,15,Long Island Sound,,1560,3281,N,DSN001,8/22/13,8/13/13,9,N,2.5,,,190,230,0.11,1.6,1,,0.16,,,,,,
B,"O&G Industries, Inc.",New Milford Quarry,96,Housatonic River,,1933,1429,N,DSN001,8/13/13,8/9/13,4,N,0.5,5.5,7.5,2.5,4,0.03,1.13,4.18,0.0025,0.0025,0.014,100.00%,100.00%,270,569,100.00%
B,"Eastport South, LLC",Mile Creek Road Site,105,Wetlands/Waterbody,2000*47,1195,1442,N,Outlet AE83459 discharge,10/30/13,10/18/13,12,N,2.5,6.1,6.8,18,19,0.05,0.5,0.05,0.02,0.01,0.0065,100.00%,100.00%,27,131,100.00%
B,"O&G Industries, Inc.",Bridgeport Stone Yard,15,Long Island Sound,,1560,3281,N,DSN001,11/7/13,11/1/13,6,N,,,,190,230,,,,,0.23,,,,,,
B,"O&G Industries, Inc.",Woodbury Quarry,168,Pomperaug River,,590,1429,N,DSN002,11/7/13,11/1/13,6,N,,,,,,,,2.9,,,,,,,,
B,"O&G Industries, Inc.",Woodbury Quarry,168,Pomperaug River,,590,1429,N,DSN003,11/7/13,11/1/13,6,N,,,,,,,,2.9,,,,,,,,
B,"O&G Industries, Inc.",New Milford Quarry,96,Housatonic River,,1933,1429,N,DSN001,11/7/13,11/1/13,6,N,,,,,,,,11.4,,,,,,,,
B,Dunning Sand and Gravel,Dunning Sand and Gravel,52,Dunning Lake,,2310,1442,N,outfall sed pond #2,2/3/14,1/31/14,,Y,0.7,,6.81,12,39,0.06,0.9,0.025,0.0025,0.008,0.001,,,,,
B,Tilcon,Plainville,110,Quinnipac River,,579,1429-2951,Y,Plainville South DSN 001,4/15/14,4/8/14,7,N,3.2,7,7.85,32.1,3050,1.04,0.44,0.87,0.054,0.107,0.007,,,,,
B,Tilcon,Plainville,110,Quinnipac River Storm,,579,1429-2951,N,Plainville South DSN 002,4/15/14,4/8/14,7,N,6,7,8.48,417,6480,3.93,0.55,1.32,0.144,0.194,0.018,,,,,
B,Tilcon,Plainville,110,Quinnipac River Storm,,579,1429-2951,N,Plainville South DSN 003,4/15/14,4/8/14,7,N,0.5,7,8.5,402,7290,3.75,1.08,1.32,0.12,0.171,0.006,,,,,
B,Tilcon,Plainville,110,Quinnipac River Storm,,579,1429-2951,N,Plainville South DSN 009,4/15/14,4/8/14,7,N,0.5,7,7.43,3.7,39,0.05,0.71,1.58,0.017,0.055,0.005,,,,,
B,Tilcon,Wauregan,109,James Brook or Qudndock Brook,,580,2951-4129-1442,N,Wauregan DSN 001,4/30/14,4/26/14,4,N,2,5.3,6.27,15,3,0.025,0.4,0.26,0.0025,0.009,0.001,,,,,
B,Tilcon,Southington,131,Eight Mile River,,581,1422,N,Southington DSN 001,4/15/14,4/8/14,7,N,2.8,7,7.22,0.5,4,0.025,0.8,0.24,0.007,0.052,0.005,100.00%,100.00%,90.93,348,100.00%
B,Tilcon,Tilcon New Britain North,110,Quinnipiac River via storm drain,,573,1429,N,New Britain North DSN 001,4/15/14,4/8/14,7,N,0.5,7,7.28,11.3,27,0.025,0.52,0.5,0.017,0.077,0.007,,,,,
B,Tilcon,Tilcon New Britain North,110,Quinnipiac River via storm drain,,573,1429,N,New Britain North DSN 002,4/15/14,4/8/14,7,N,0.5,7,7.38,41.4,202,0.13,0.59,0.44,0.029,0.134,0.014,,,,,
B,Tilcon,North Branford,99,Burr Brook,,577,1429-2951-4011,Y,North Branford DSN 011,4/15/14,4/8/14,7,N,5.6,7,7.41,127.9,184,0.42,0.47,0.57,0.015,0.076,0.003,,,,,
B,Tilcon,North Branford,99,Burr Brook,,577,1429-2951-4011,Y,North Branford DSN 001,4/30/14,4/26/14,4,N,0.5,7,7.47,,9,,9,0.12,,,,,,,,
B,Tilcon,Wallingford,148,Spring Brook,,583,2951-4013-1429,N,Wallingford DSN 002,4/15/14,4/8/14,7,N,,7,,,,0.025,,,,,,,,,,
B,Tilcon,Wallingford,148,Spring Brook,,583,2951-4013-1429,N,Wallingford DSN 003,4/15/14,4/8/14,7,N,,7,,,,,,0.14,,,,,,,,
B,Tilcon,Wallingford,148,Spring Brook,,583,2951-4013-1429,N,Wallingford DSN 005,4/15/14,4/8/14,7,N,0.5,7,7.11,,2,,,0.22,,,,,,,,
B,"O&G Industries, Inc.",Beacon Falls Fabrication,6,Naugatuck River,,1679,3281,Y,DSN001,11/7/13,11/1/13,6,N,0.5,5.7,7.6,48,39,0.06,1.02,0.63,0.008,0.001,0.008,,,,,
B,"Eastport South, LLC",Mile Creek Road Site,105,Wetlands/Waterbody,2000*07,1195,1442,N,Outlet AE83459 Discharge,5/6/14,4/29/14,7,N,2.5,6.1,6.61,16,2.5,0.05,0.5,0.5,0.02,0.01,0.0065,100.00%,100.00%,19,110,95.00%
B,Haynes Materials Comp,Naugatuck Facility,88,Staitsville Brook,,1654,1442,N,Naugatuck,11/7/13,10/7/13,31,N,5.9,5.3,6.98,140,380,0.36,1.21,0.005,0.033,0.153,0.013,100.00%,100.00%,24,89,100.00%
B,Haynes Materials Comp,Oxford Facility,108,"Little River, Naugatuck River Watershed",,1523,1429,N,Oxford,11/7/13,10/7/13,31,N,0.8,6.4,6.6,37,200,0.24,1.2,0.23,0.013,0.045,0.007,100.00%,100.00%,122,331,100.00%
B,Haynes Materials Comp,Seymour Concrete Plant,124,Nickelmine Brook,,1503,3273,N,Seymour,11/7/13,10/7/13,31,N,3.9,,8.14,98,220,0.61,0.77,0.07,0.023,0.17,0.005,100.00%,100.00%,36,94,100.00%
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,N,Outfall No. 1,5/22/14,5/17/14,5,N,1,6.8,8.2,18,100,0.025,8.27,0.35,0.015,0.035,0.015,100.00%,100.00%,22,49,100.00%
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,,Outfall No.3,5/22/14,5/17/14,5,N,1,6.8,7.5,5,42,0.07,0.52,0.24,0.005,0.015,0.015,100.00%,100.00%,13,31,100.00%
B,Valley Sand and Gravel,,101,Muddy River,5208-00,1635,1442,N,Outfall No. 4,5/22/14,5/17/14,5,N,1,6.8,6.9,5,14,0.91,8.65,0.19,0.005,0.015,0.015,100.00%,100.00%,8,27,100.00%
B,Haynes Materials Comp,Naugatuck,88,Straitsville Brook,,1654,1442,N,Naugatuck,4/7/14,3/31/14,,N,2.2,,,34,43,0.11,,,,0.027,,,,,,
B,Haynes Materials Comp,Torrington,143,Stillwater,,1653,1442,N,Torrington,4/7/14,3/31/14,,N,,,,21,290,0.31,,1.9,,,,,,,,
B,Haynes Materials Comp,Oxford,108,"Little River, Naugatuck River Watershed",,1523,1429,N,Oxford,4/7/14,3/31/14,,N,,,,,160,,,,,,,,,,,
B,Haynes Materials Comp,Seymour Concrete Plant,124,Nickel Mine Brook,,1503,3273,N,Seymour,4/7/14,3/31/14,,N,,,,,190,,,,,,,,,,,
B,Baldi Stone and Gravel,Baldi Stone and Gravel,28,,4703,1913,1429,N,DSN-001,6/5/14,5/30/14,,N,1.7,6.5,8.08,57,920,1.7,3.52,0.46,0.086,0.144,0.039,,,,,
