Sector,name,site_name,town,rwater,Basin,GSI,SIC,Impaired,samp_location,samp_date,prev_storm,days_last_storm,ice,o_n_g,rain_ph,samp_ph,cod,tss,tp,tkn,no3,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness,conduct,per_sur
H,The Shore and Country Club,The Shore and Country Club,103,Norwalk Harbor,,002570,4493,N,Outfall Location One,07/26/12,,,N,2.5,6.21,6.59,20,12,0.05,0.5,0.43,0.065,0.031,0.0065,,,,,
H,The Shore and Country Club,The Shore and Country Club,103,Norwalk Harbor,,002570,4493,N,Outfall Location One,04/22/12,,,N,2.5,6.21,6.81,14,2.5,0.05,0.5,0.05,0.046,0.059,0.0065,30.80%,25.90%,15,111,0.00%
H,The Shore and Country Club,The Shore and Country Club,103,Norwalk Harbor,,002570,4493,N,Outfall Location One,04/15/14,,,N,,6.3,,,,,,0.12,,,,,,,,
H,Noank Marine Services,Noank Marine Services,059,Beebe Cove,,002229,,N,55 Spicer Ave ,11/27/13,,,N,1,7.2,8.1,10,4,0.025,0.58,0.16,0.039,0.053,0.015,100.00%,100.00%,36,47,100.00%
H,Spencer's Marina,Spencer's Marina,084,Milford Harbor,,001051,4493,Y,Outfall 1 (SM-OF-1),11/01/13,10/07/13,25,N,2.1,6,7.28,250,250,0.86,4.68,7.83,3.94,0.583,0.03,,,,,
H,Gales Ferry Marina,,072,,,000713,4493,N,Outfall #3,11/07/13,10/07/13,31,N,0.5,5.69,6.06,78,186,0.02,0.83,0.03,0.99,0.35,0.049,,,,,
H,Crockers Boatyard,Crockers Boatyard,095,Shaw Cove (off Thames River),E1014-SB,002437,4493,Y,001,02/13/14,01/14/14,30,Y,6.5,5.09,6.1,11,9,0.01,0.7,0.54,0.081,0.1,0.004,6.25%,6.25%,3.85,301,0.00%
H,Riverside Yacht Club,Riverside Yacht Club BC#160038,057,Cos Cob Harbor,CT-W2-022,001891,7997,Y,Outfall #1,10/07/13,,,N,0.5,5.97,6.79,5,26,0.37,2.38,0.54,0.39,0.28,0.025,7.60%,6.25%,12,83,100.00%
H,Riverside Yacht Club,Riverside Yacht Club BC#160038,057,Cos Cob Harbor,CT-W2-022,001891,7997,Y,Outfall #2,10/07/13,,,N,0.5,5.97,6.59,57,14,0.26,2.1,0.51,0.07,0.09,0.025,100.00%,100.00%,474,2860,100.00%
H,Indian Harbor Yacht Club,Indian Harbor Yacht Club,057,Greenwich Harbor (CT-W1 021-SB),,002367,7997,Y,Outfall #1,10/07/13,,,N,1.4,3.55,6.09,29,51,0.25,3.22,0.35,0.08,0.14,0.025,100.00%,100.00%,11,61,100.00%
H,Indian Harbor Yacht Club,Indian Harbor Yacht Club,057,Greenwich Harbor (CT-W1 021-SB),,002367,7997,Y,Outfall #2,10/07/13,,,N,0.5,3.63,6.27,43,102,0.45,3.22,0.59,0.48,0.63,0.08,100.00%,56.20%,30,128,100.00%
H,The Belle Haven Club,The Belle Haven Club,057,Byram Harbor ,CT-W2-024,002452,7997,Y,Catch Basin J,10/07/13,,,N,0.5,5.81,6.01,59,155,0.78,3.22,0.7,0.21,0.42,0.25,100.00%,100.00%,45,301,100.00%
H,Coastwise Boatworks ,Sono Wharf,103,Norwalk River,,002415,4493,,Outfall 2,01/14/14,,,Y,2.33,7.03,7.08,49.7,47,0.393,0.49,0.179,0.416,0.184,0.0431,6.25%,6.25%,46,527,0.00%
H,SUBASE New London,Naval Submarine Base New London,059,Thames Rvier,,000679,9711,Y,Bldg 535-CB775 (outfall 006),11/07/13,11/01/13,6,N,0.5,5.66,6.1,11,5.6,0.067,0.25,0.12,0.073,0.073,0.001,,,,,
H,SUBASE New London,Naval Submarine Base New London,059,Thames Rvier,,000679,9711,Y,Bldg 602-CB C774-1 (outfall 007),11/07/13,11/01/13,6,N,2.1,5.85,7.06,18,11,0.035,0.25,0.15,0.0082,0.039,0.001,100.00%,100.00%,6,24,100.00%
H,SUBASE New London,Naval Submarine Base New London,059,Thames Rvier,,000679,9711,Y,ARDM-4 CB C764 (Outfall 15),11/07/13,11/01/13,6,N,0.5,5.85,6.88,54,31,0.75,1.7,0.4,0.036,0.13,0.056,100.00%,100.00%,10,46,100.00%
H,SUBASE New London,Naval Submarine Base New London,059,Thames Rvier,,000679,9711,Y,Bldg 174 CB C759 (outfall 17),11/07/13,11/01/13,6,N,1.6,5.66,7.28,42,36,0.26,0.78,0.26,0.03,0.18,0.022,100.00%,100.00%,8,44,55.00%
H,SUBASE New London,Naval Submarine Base New London,059,Thames Rvier,,000679,9711,Y,Bldg 88 CB C530 (Outfall 22A),11/07/13,11/01/13,6,N,1.6,5.66,6.5,63,17,0.12,0.96,0.22,0.021,0.14,0.012,100.00%,100.00%,6,37,90.00%
H,"The Strand/BRC Group, LLC","Harbor Point Marina, South",135,Stamford Harbor,,002522,4493,Y,Outfall 001,04/15/14,04/08/14,7,N,2.5,6.02,8.2,170,650,0.73,0.5,0.12,0.11,0.34,0.062,,,,,
H,"The Strand/BRC Group, LLC","Harbor Point Marina, South",135,Stamford Harbor,,002522,4493,Y,Outfall 003,04/15/14,04/08/14,7,N,2.5,6.02,7.77,76,120,0.29,0.5,0.44,0.8,0.61,0.039,,,,,
H,Riverside Yacht Club,Riverside Yacht Club,057,Cos Cob Harbor,CT-W2 022,001891,7997,Y,Outfall #1,09/16/14,09/13/14,3,N,,7.5,,,,,0.39,1.33,0.26,0.19,,,,,,
H,Riverside Yacht Club,Riverside Yacht Club,057,Cos Cob Harbor,CT-W2 022,001891,7997,Y,Outfall #2,09/16/14,09/13/14,3,N,,7.5,,70,,,,0.63,0.06,,,,,,,
H,Coastwise Boatworks,Sono Wharf,103,Norwalk River,,002415,4493,,Outfall 2,07/01/13,,,N,1,6.95,7.11,57.6,171,0.48,0.91,0.303,2.23,0.89,0.114,6.25%,6.25%,16,113,0.00%
H,Coastwise Boatworks,Sono Wharf,103,Norwalk River,,002415,4493,,Discharge Point 1,04/22/12,,,N,2,6.54,7.12,12,103,0.025,0.66,0.296,0.207,0.104,0.0135,6.25%,6.25%,8,57,0.00%
H,Coastwise Boatworks,Sono Wharf,103,Norwalk River,,002415,4493,,Outfall 2,09/28/12,,,N,3,7.7,7.68,22.3,162,0.303,0.98,0.5,0.74,0.262,0.05,6.25%,6.25%,30,78,0.00%
